Population,Survey,Date,Easting,Northing,Latitude,Longitude,Vegetation,Bird Count
C,1,4/9/1999,539293,2810210,25 24.604,-80 36.548,Muhly+Saw Grass,0
C,1,4/9/1999,540296,2810214,25 24.605,-80 35.950,Saw Grass+Muhly,1
C,1,4/9/1999,541291,2810219,25 24.606,-80 35.356,Muhly,0
C,1,4/9/1999,539301,2809200,25 24.057,-80 36.545,Saw Grass+Muhly,1
C,1,4/9/1999,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass,0
C,1,4/9/1999,539307,2808194,25 23.512,-80 36.543,,0
C,1,4/9/1999,540303,2808197,25 23.512,-80 35.949,Muhly+Saw Grass,0
C,1,4/9/1999,541314,2809228,25 24.069,-80 35.344,Saw Grass+Muhly,1
C,1,5/12/2000,537346,2814181,25 26.759,-80 37.703,Muhly+Hardwood Hammock,0
C,1,5/12/2000,535343,2813188,25 26.224,-80 38.900,Muhly+TR,0
C,1,5/12/2000,536350,2813191,25 26.224,-80 38.299,PS+Saw Grass+TR,0
C,1,5/12/2000,537335,2813186,25 26.220,-80 37.711,Muhly,0
C,1,5/12/2000,535347,2812201,25 25.689,-80 38.899,Saw Grass+Muhly,0
C,1,5/12/2000,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,5/12/2000,537336,2812201,25 25.686,-80 37.712,Mixed Prairie,2
C,1,5/12/2000,535341,2811190,25 25.141,-80 38.904,Muhly+Pines,0
C,1,5/12/2000,536340,2811192,25 25.141,-80 38.308,Muhly+TR,0
C,1,5/12/2000,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,1,5/11/2000,538278,2815181,25 27.299,-80 37.145,Muhly+Saw Grass,0
C,1,5/11/2000,539277,2815183,25 27.299,-80 36.549,Muhly+Hardwood Hammock,0
C,1,5/11/2000,540281,2815186,25 27.299,-80 35.950,Muhly+Saw Grass,0
C,1,5/11/2000,541050,2815192,25 27.301,-80 35.491,Saw Grass+Muhly,0
C,1,5/11/2000,538283,2814184,25 26.759,-80 37.144,Muhly+Saw Grass+TR,0
C,1,5/11/2000,539281,2814189,25 26.760,-80 36.548,Saw Grass+Muhly+TR,0
C,1,5/11/2000,540284,2814193,25 26.761,-80 35.950,Muhly,0
C,1,5/11/2000,541091,2814198,25 26.762,-80 35.468,Muhly,0
C,1,5/11/2000,538277,2813200,25 26.226,-80 37.149,Muhly,1
C,1,5/11/2000,539283,2813203,25 26.226,-80 36.549,Muhly+Saw Grass,0
C,1,5/11/2000,540283,2813208,25 26.227,-80 35.952,Muhly+Saw Grass,0
C,1,5/11/2000,541121,2813212,25 26.228,-80 35.452,Saw Grass+Muhly,0
C,1,5/11/2000,538288,2812209,25 25.689,-80 37.144,Muhly+PS,2
C,1,5/11/2000,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,0
C,1,5/11/2000,540286,2812215,25 25.689,-80 35.952,Muhly,0
C,1,5/11/2000,541143,2812218,25 25.689,-80 35.441,Saw Grass,0
C,1,5/11/2000,538291,2811200,25 25.142,-80 37.144,Mixed Prairie,0
C,1,5/11/2000,539290,2811202,25 25.142,-80 36.548,Muhly+Saw Grass,1
C,1,5/11/2000,540289,2811205,25 25.142,-80 35.952,Saw Grass+Muhly,0
C,1,5/11/2000,541114,2811208,25 25.142,-80 35.460,Saw Grass+Eleochris (wet grass),0
C,1,5/11/2000,538301,2810207,25 24.604,-80 37.140,Mixed Prairie,0
C,1,5/11/2000,539293,2810210,25 24.604,-80 36.548,Muhly+Saw Grass,0
C,1,5/11/2000,540296,2810214,25 24.605,-80 35.950,Saw Grass,0
C,1,5/11/2000,541291,2810219,25 24.606,-80 35.356,Muhly,0
C,1,5/11/2000,539301,2809200,25 24.057,-80 36.545,Saw Grass+Eleochris (wet grass),0
C,1,5/11/2000,540299,2809207,25 24.059,-80 35.950,Saw Grass+PS,0
C,1,5/11/2000,539307,2808194,25 23.512,-80 36.543,Saw Grass+Eleochris (wet grass),0
C,1,5/11/2000,540303,2808197,25 23.512,-80 35.949,Muhly,1
C,1,5/11/2000,541314,2809228,25 24.069,-80 35.344,Saw Grass+TR,0
C,1,4/13/2001,537346,2814181,25 26.759,-80 37.703,Muhly,0
C,1,4/17/2001,535343,2813188,25 26.224,-80 38.900,Mixed Prairie,0
C,1,4/17/2001,536350,2813191,25 26.224,-80 38.299,SZ+Muhly+Saw Grass,0
C,1,4/13/2001,537335,2813186,25 26.220,-80 37.711,Mixed Prairie,0
C,1,4/17/2001,535347,2812201,25 25.689,-80 38.899,Mixed Prairie,0
C,1,4/17/2001,536341,2812198,25 25.686,-80 38.306,Muhly,0
C,1,4/13/2001,537336,2812201,25 25.686,-80 37.712,SZ+Saw Grass,0
C,1,4/17/2001,535341,2811190,25 25.141,-80 38.904,Mixed Prairie,0
C,1,4/17/2001,536340,2811192,25 25.141,-80 38.308,PA+Muhly+TR,0
C,1,4/13/2001,537338,2811195,25 25.141,-80 37.713,Muhly+Mixed Prairie,0
C,1,4/11/2001,538278,2815181,25 27.299,-80 37.145,Muhly+Saw Grass,0
C,1,4/11/2001,539277,2815183,25 27.299,-80 36.549,Muhly+Saw Grass+TR,0
C,1,4/13/2001,540281,2815186,25 27.299,-80 35.950,Muhly+Saw Grass,0
C,1,4/13/2001,541050,2815192,25 27.301,-80 35.491,Saw Grass,0
C,1,4/11/2001,538283,2814184,25 26.759,-80 37.144,Mixed Prairie,0
C,1,4/11/2001,539281,2814189,25 26.760,-80 36.548,Mixed Prairie,0
C,1,4/13/2001,540284,2814193,25 26.761,-80 35.950,Muhly+Saw Grass,0
C,1,4/13/2001,541091,2814198,25 26.762,-80 35.468,Muhly+Saw Grass,0
C,1,4/11/2001,538277,2813200,25 26.226,-80 37.149,Muhly+Saw Grass,0
C,1,4/11/2001,539283,2813203,25 26.226,-80 36.549,Muhly+Saw Grass,0
C,1,4/13/2001,540283,2813208,25 26.227,-80 35.952,Muhly+Saw Grass,1
C,1,4/13/2001,541121,2813212,25 26.228,-80 35.452,Muhly+Saw Grass,0
C,1,4/11/2001,538288,2812209,25 25.689,-80 37.144,Muhly+Mixed Prairie,0
C,1,4/13/2001,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,3
C,1,4/13/2001,540286,2812215,25 25.689,-80 35.952,Saw Grass+Muhly,2
C,1,4/13/2001,541143,2812218,25 25.689,-80 35.441,Saw Grass+Eleochris (wet grass),0
C,1,4/11/2001,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/13/2001,539290,2811202,25 25.142,-80 36.548,Saw Grass+RC,0
C,1,4/13/2001,540289,2811205,25 25.142,-80 35.952,Muhly,0
C,1,4/13/2001,541114,2811208,25 25.142,-80 35.460,Saw Grass,0
C,1,4/11/2001,538301,2810207,25 24.604,-80 37.140,Mixed Prairie,0
C,1,4/13/2001,539293,2810210,25 24.604,-80 36.548,Muhly,0
C,1,4/13/2001,540296,2810214,25 24.605,-80 35.950,Saw Grass+Eleochris (wet grass),0
C,1,4/13/2001,541291,2810219,25 24.606,-80 35.356,Mixed Prairie,0
C,1,4/13/2001,539301,2809200,25 24.057,-80 36.545,Saw Grass,0
C,1,4/13/2001,540299,2809207,25 24.059,-80 35.950,Muhly+SZ+Saw Grass,0
C,1,4/13/2001,539307,2808194,25 23.512,-80 36.543,Saw Grass+Eleochris (wet grass),0
C,1,4/13/2001,540303,2808197,25 23.512,-80 35.949,Muhly+Saw Grass,0
C,1,4/13/2001,541314,2809228,25 24.069,-80 35.344,Mixed Prairie+TR,0
C,1,4/16/2002,537346,2814181,25 26.759,-80 37.703,Muhly+Saw Grass,0
C,1,4/16/2002,535343,2813188,25 26.224,-80 38.900,BT+SZ+Saw Grass,0
C,1,4/16/2002,536350,2813191,25 26.224,-80 38.299,Muhly+Saw Grass,0
C,1,4/9/2002,537335,2813186,25 26.220,-80 37.711,Muhly+Saw Grass,0
C,1,4/16/2002,535347,2812201,25 25.689,-80 38.899,Mixed Prairie,1
C,1,4/16/2002,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,1
C,1,4/9/2002,537336,2812201,25 25.686,-80 37.712,Mixed Prairie,2
C,1,4/16/2002,536340,2811192,25 25.141,-80 38.308,BT+SZ+Saw Grass,0
C,1,4/9/2002,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,1,4/8/2002,541050,2815192,25 27.301,-80 35.491,Saw Grass+Mixed Prairie,0
C,1,4/9/2002,538283,2814184,25 26.759,-80 37.144,Mixed Prairie+Hardwood Hammock,0
C,1,4/9/2002,539281,2814189,25 26.760,-80 36.548,Muhly+Saw Grass,0
C,1,4/8/2002,540284,2814193,25 26.761,-80 35.950,Muhly,0
C,1,4/8/2002,541091,2814198,25 26.762,-80 35.468,Saw Grass+Muhly,0
C,1,4/9/2002,538277,2813200,25 26.226,-80 37.149,Muhly,0
C,1,4/9/2002,539283,2813203,25 26.226,-80 36.549,Mixed Prairie,1
C,1,4/8/2002,540283,2813208,25 26.227,-80 35.952,Saw Grass+Muhly,0
C,1,4/8/2002,541121,2813212,25 26.228,-80 35.452,Muhly+Saw Grass,0
C,1,4/9/2002,538288,2812209,25 25.689,-80 37.144,Mixed Prairie,0
C,1,4/9/2002,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,1
C,1,4/8/2002,540286,2812215,25 25.689,-80 35.952,Muhly+Saw Grass,0
C,1,4/8/2002,541143,2812218,25 25.689,-80 35.441,Saw Grass+Mixed Prairie,0
C,1,4/9/2002,538291,2811200,25 25.142,-80 37.144,Mixed Prairie,0
C,1,4/9/2002,539290,2811202,25 25.142,-80 36.548,Saw Grass+Muhly+Mixed Prairie,1
C,1,4/8/2002,540289,2811205,25 25.142,-80 35.952,Muhly+Saw Grass+Mixed Prairie,0
C,1,4/8/2002,541114,2811208,25 25.142,-80 35.460,Saw Grass+PA+Mixed Prairie,0
C,1,4/9/2002,538301,2810207,25 24.604,-80 37.140,Mixed Prairie,0
C,1,4/9/2002,539293,2810210,25 24.604,-80 36.548,Saw Grass+Mixed Prairie,0
C,1,4/8/2002,541291,2810219,25 24.606,-80 35.356,Muhly+Saw Grass,0
C,1,4/9/2002,539301,2809200,25 24.057,-80 36.545,Saw Grass+Mixed Prairie,0
C,1,4/8/2002,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass,0
C,1,4/8/2002,540303,2808197,25 23.512,-80 35.949,Mixed Prairie,0
C,1,4/11/2003,537346,2814181,25 26.759,-80 37.703,Mixed Prairie+Saw Grass,0
C,1,4/14/2003,535343,2813188,25 26.224,-80 38.900,Mixed Prairie+Hardwood Hammock,0
C,1,4/11/2003,536350,2813191,25 26.224,-80 38.299,Mixed Prairie+Hardwood Hammock,0
C,1,4/11/2003,537335,2813186,25 26.220,-80 37.711,Mixed Prairie,1
C,1,4/14/2003,535347,2812201,25 25.689,-80 38.899,Mixed Prairie,0
C,1,4/11/2003,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,4/11/2003,537336,2812201,25 25.686,-80 37.712,Muhly,1
C,1,4/11/2003,536340,2811192,25 25.141,-80 38.308,Mixed Prairie+TR,0
C,1,4/11/2003,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,1,4/11/2003,539277,2815183,25 27.299,-80 36.549,Muhly+Hardwood Hammock,0
C,1,4/11/2003,540281,2815186,25 27.299,-80 35.950,Mixed Prairie,0
C,1,4/10/2003,541050,2815192,25 27.301,-80 35.491,Saw Grass+Hardwood Hammock,0
C,1,4/11/2003,538283,2814184,25 26.759,-80 37.144,Mixed Prairie+Hardwood Hammock,0
C,1,4/11/2003,539281,2814189,25 26.760,-80 36.548,Muhly+Saw Grass+Hardwood Hammock,0
C,1,4/11/2003,540284,2814193,25 26.761,-80 35.950,Muhly+Saw Grass,1
C,1,4/10/2003,541091,2814198,25 26.762,-80 35.468,Mixed Prairie+Saw Grass,0
C,1,4/11/2003,538277,2813200,25 26.226,-80 37.149,Muhly+Saw Grass,0
C,1,4/11/2003,539283,2813203,25 26.226,-80 36.549,Mixed Prairie,0
C,1,4/11/2003,540283,2813208,25 26.227,-80 35.952,Muhly,0
C,1,4/10/2003,541121,2813212,25 26.228,-80 35.452,Mixed Prairie,0
C,1,4/11/2003,538288,2812209,25 25.689,-80 37.144,Mixed Prairie,0
C,1,4/11/2003,539286,2812212,25 25.689,-80 36.549,Muhly,3
C,1,4/11/2003,540286,2812215,25 25.689,-80 35.952,Saw Grass,0
C,1,4/10/2003,541143,2812218,25 25.689,-80 35.441,Muhly+Saw Grass,0
C,1,4/11/2003,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,1,4/11/2003,539290,2811202,25 25.142,-80 36.548,Saw Grass+Muhly,0
C,1,4/11/2003,540289,2811205,25 25.142,-80 35.952,Saw Grass+Muhly,0
C,1,4/10/2003,541114,2811208,25 25.142,-80 35.460,Saw Grass+LI,0
C,1,4/11/2003,538301,2810207,25 24.604,-80 37.140,Muhly+Saw Grass+TR,0
C,1,4/11/2003,539293,2810210,25 24.604,-80 36.548,Mixed Prairie,0
C,1,4/10/2003,540296,2810214,25 24.605,-80 35.950,Saw Grass+Mixed Prairie,0
C,1,4/10/2003,541291,2810219,25 24.606,-80 35.356,Mixed Prairie+Saw Grass,0
C,1,4/11/2003,539301,2809200,25 24.057,-80 36.545,Saw Grass,0
C,1,4/10/2003,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass,0
C,1,4/10/2003,540303,2808197,25 23.512,-80 35.949,Mixed Prairie,0
C,1,4/10/2003,541314,2809228,25 24.069,-80 35.344,Muhly,0
C,1,4/8/2004,537346,2814181,25 26.759,-80 37.703,Saw Grass+Mixed Prairie,1
C,1,4/8/2004,535343,2813188,25 26.224,-80 38.900,Mixed Prairie,0
C,1,4/8/2004,536350,2813191,25 26.224,-80 38.299,Muhly+sz+Saw Grass,0
C,1,4/8/2004,537335,2813186,25 26.220,-80 37.711,Mixed Prairie,0
C,1,4/8/2004,535347,2812201,25 25.689,-80 38.899,Saw Grass+Muhly,0
C,1,4/8/2004,536341,2812198,25 25.686,-80 38.306,Mixed Prairie,0
C,1,4/8/2004,537336,2812201,25 25.686,-80 37.712,Mixed Prairie,3
C,1,4/8/2004,536340,2811192,25 25.141,-80 38.308,Mixed Prairie+Hardwood Hammock+TR,0
C,1,4/8/2004,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,1,4/8/2004,539277,2815183,25 27.299,-80 36.549,Mixed Prairie+Hardwood Hammock,0
C,1,4/7/2004,540281,2815186,25 27.299,-80 35.950,Muhly+Saw Grass,0
C,1,4/7/2004,541050,2815192,25 27.301,-80 35.491,Muhly+Mixed Prairie,0
C,1,4/8/2004,538283,2814184,25 26.759,-80 37.144,Saw Grass+bt+Hardwood Hammock,0
C,1,4/8/2004,539281,2814189,25 26.760,-80 36.548,Mixed Prairie+Hardwood Hammock,0
C,1,4/7/2004,540284,2814193,25 26.761,-80 35.950,Mixed Prairie,0
C,1,4/7/2004,541091,2814198,25 26.762,-80 35.468,Mixed Prairie+Saw Grass,0
C,1,4/8/2004,538277,2813200,25 26.226,-80 37.149,Mixed Prairie,1
C,1,4/8/2004,539283,2813203,25 26.226,-80 36.549,bt+Saw Grass,0
C,1,4/7/2004,540283,2813208,25 26.227,-80 35.952,Muhly+Saw Grass,0
C,1,4/7/2004,541121,2813212,25 26.228,-80 35.452,Muhly+Saw Grass,0
C,1,4/8/2004,538288,2812209,25 25.689,-80 37.144,Muhly+Saw Grass+Mixed Prairie,1
C,1,4/8/2004,539286,2812212,25 25.689,-80 36.549,Saw Grass+Muhly,2
C,1,4/7/2004,540286,2812215,25 25.689,-80 35.952,Muhly+Saw Grass,0
C,1,4/7/2004,541143,2812218,25 25.689,-80 35.441,Saw Grass+Mixed Prairie,0
C,1,4/8/2004,538291,2811200,25 25.142,-80 37.144,Mixed Prairie,0
C,1,4/8/2004,539290,2811202,25 25.142,-80 36.548,Mixed Prairie+Saw Grass,0
C,1,4/7/2004,540289,2811205,25 25.142,-80 35.952,Muhly,0
C,1,4/7/2004,541114,2811208,25 25.142,-80 35.460,Mixed Prairie+Saw Grass,0
C,1,4/8/2004,538301,2810207,25 24.604,-80 37.140,Mixed Prairie,0
C,1,4/8/2004,539293,2810210,25 24.604,-80 36.548,Mixed Prairie,0
C,1,4/7/2004,540296,2810214,25 24.605,-80 35.950,Saw Grass+Eleochris (wet grass)+PA,0
C,1,4/7/2004,541291,2810219,25 24.606,-80 35.356,Mixed Prairie,0
C,1,4/8/2004,539301,2809200,25 24.057,-80 36.545,Saw Grass+RC+Eleochris (wet grass),0
C,1,4/7/2004,540299,2809207,25 24.059,-80 35.950,Muhly+Saw Grass+SZ,0
C,1,4/7/2004,540303,2808197,25 23.512,-80 35.949,Muhly,0
C,1,4/7/2004,541314,2809228,25 24.069,-80 35.344,Mixed Prairie,0
C,2,6/2/1999,537346,2814181,25 26.759,-80 37.703,Muhly+Saw Grass,0
C,2,6/2/1999,535343,2813188,25 26.224,-80 38.900,Mixed Prairie,0
C,2,6/2/1999,536350,2813191,25 26.224,-80 38.299,Mixed Prairie,0
C,2,6/2/1999,537335,2813186,25 26.220,-80 37.711,Muhly+BT+Saw Grass,1
C,2,6/2/1999,535347,2812201,25 25.689,-80 38.899,Muhly+Saw Grass,0
C,2,6/2/1999,536341,2812198,25 25.686,-80 38.306,Muhly+PA+Saw Grass,0
C,2,6/2/1999,537336,2812201,25 25.686,-80 37.712,Muhly,1
C,2,6/2/1999,535341,2811190,25 25.141,-80 38.904,Muhly+Pines,0
C,2,6/2/1999,536340,2811192,25 25.141,-80 38.308,Mixed Prairie+TR,0
C,2,6/2/1999,537338,2811195,25 25.141,-80 37.713,Mixed Prairie,0
C,2,6/1/1999,538278,2815181,25 27.299,-80 37.145,Muhly,0
C,2,6/1/1999,539277,2815183,25 27.299,-80 36.549,Muhly+SZ,0
C,2,6/1/1999,540281,2815186,25 27.299,-80 35.950,Muhly+Saw Grass,0
C,2,6/1/1999,541050,2815192,25 27.301,-80 35.491,Saw Grass,0
C,2,6/1/1999,538283,2814184,25 26.759,-80 37.144,Muhly+Saw Grass,0
C,2,6/1/1999,539281,2814189,25 26.760,-80 36.548,Saw Grass,0
C,2,6/1/1999,540284,2814193,25 26.761,-80 35.950,Saw Grass+Muhly,0
C,2,6/1/1999,541091,2814198,25 26.762,-80 35.468,BT+Saw Grass,0
C,2,6/2/1999,538277,2813200,25 26.226,-80 37.149,Muhly+BT+Saw Grass,1
C,2,6/1/1999,539283,2813203,25 26.226,-80 36.549,Saw Grass+Muhly,0
C,2,6/1/1999,540283,2813208,25 26.227,-80 35.952,Saw Grass+Muhly,0
C,2,6/1/1999,541121,2813212,25 26.228,-80 35.452,Muhly+Saw Grass,0
C,2,6/2/1999,538288,2812209,25 25.689,-80 37.144,Muhly+Mixed Prairie,0
C,2,6/1/1999,539286,2812212,25 25.689,-80 36.549,Muhly+Saw Grass,1
C,2,6/1/1999,540286,2812215,25 25.689,-80 35.952,Muhly+Saw Grass,0
C,2,6/1/1999,541143,2812218,25 25.689,-80 35.441,Saw Grass+SZ,0
C,2,6/2/1999,538291,2811200,25 25.142,-80 37.144,Muhly,0
C,2,6/1/1999,539290,2811202,25 25.142,-80 36.548,Saw Grass+Muhly,0
C,2,6/1/1999,540289,2811205,25 25.142,-80 35.952,Saw Grass+Muhly,0
C,2,6/1/1999,541114,2811208,25 25.142,-80 35.460,Mixed Prairie,0
C,2,6/2/1999,538301,2810207,25 24.604,-80 37.140,Muhly+Saw Grass+PA,0
C,2,6/1/1999,539293,2810210,25 24.604,-80 36.548,Saw Grass,0
C,2,6/1/1999,540296,2810214,25 24.605,-80 35.950,PA+Saw Grass,0
C,2,6/1/1999,541291,2810219,25 24.606,-80 35.356,Saw Grass+Muhly,0
C,2,6/1/1999,539301,2809200,25 24.057,-80 36.545,Saw Grass,0
C,2,6/1/1999,540299,2809207,25 24.059,-80 35.950,Saw Grass+SZ,0
C,2,6/1/1999,539307,2808194,25 23.512,-80 36.543,Saw Grass+Muhly,0
C,2,6/1/1999,540303,2808197,25 23.512,-80 35.949,Saw Grass+SZ,0
C,2,4/25/2000,537346,2814181,25 26.759,-80 37.703,,1
C,2,4/24/2000,535343,2813188,25 26.224,-80 38.900,,0
C,2,4/25/2000,536350,2813191,25 26.224,-80 38.299,,0
C,2,4/25/2000,537335,2813186,25 26.220,-80 37.711,,0
C,2,4/24/2000,535347,2812201,25 25.689,-80 38.899,,0
C,2,4/25/2000,536341,2812198,25 25.686,-80 38.306,,0
C,2,4/25/2000,537336,2812201,25 25.686,-80 37.712,,0
C,2,4/24/2000,535341,2811190,25 25.141,-80 38.904,,0
C,2,4/25/2000,536340,2811192,25 25.141,-80 38.308,,0
C,2,4/25/2000,537338,2811195,25 25.141,-80 37.713,,0
C,2,4/25/2000,538278,2815181,25 27.299,-80 37.145,,0
C,2,4/26/2000,539277,2815183,25 27.299,-80 36.549,,0
C,2,4/26/2000,540281,2815186,25 27.299,-80 35.950,,0
C,2,4/26/2000,541050,2815192,25 27.301,-80 35.491,,0
C,2,4/25/2000,538283,2814184,25 26.759,-80 37.144,,0
C,2,4/26/2000,539281,2814189,25 26.760,-80 36.548,,0
C,2,4/26/2000,540284,2814193,25 26.761,-80 35.950,,1
C,2,4/26/2000,541091,2814198,25 26.762,-80 35.468,,0
C,2,4/25/2000,538277,2813200,25 26.226,-80 37.149,,0
C,2,4/26/2000,539283,2813203,25 26.226,-80 36.549,,0
C,2,4/26/2000,540283,2813208,25 26.227,-80 35.952,,0
C,2,4/26/2000,541121,2813212,25 26.228,-80 35.452,,0
C,2,4/25/2000,538288,2812209,25 25.689,-80 37.144,,0
C,2,4/25/2000,539286,2812212,25 25.689,-80 36.549,,2
C,2,4/26/2000,540286,2812215,25 25.689,-80 35.952,,0
C,2,4/26/2000,541143,2812218,25 25.689,-80 35.441,,0
C,2,4/25/2000,538291,2811200,25 25.142,-80 37.144,,0
C,2,4/25/2000,539290,2811202,25 25.142,-80 36.548,,0
C,2,4/26/2000,540289,2811205,25 25.142,-80 35.952,,0
C,2,4/26/2000,541114,2811208,25 25.142,-80 35.460,,0
C,2,4/25/2000,538301,2810207,25 24.604,-80 37.140,,0
C,2,4/25/2000,539293,2810210,25 24.604,-80 36.548,,0
C,2,4/26/2000,540296,2810214,25 24.605,-80 35.950,,0
C,2,4/26/2000,541291,2810219,25 24.606,-80 35.356,,0
C,2,4/25/2000,539301,2809200,25 24.057,-80 36.545,,0
C,2,4/26/2000,540299,2809207,25 24.059,-80 35.950,,0
C,2,4/25/2000,539307,2808194,25 23.512,-80 36.543,,0
C,2,4/26/2000,540303,2808197,25 23.512,-80 35.949,,0
C,2,4/26/2000,541314,2809228,25 24.069,-80 35.344,,0
D,1,4/30/1981,542324,2806323,25 22.493,-80 34.747,Saw Grass+Mixed Prairie,0
D,1,4/30/1981,538342,2805312,25 21.952,-80 37.124,Mixed Prairie+Hardwood Hammock,0
D,1,4/30/1981,541330,2805319,25 21.951,-80 35.342,Muhly,0
D,1,4/30/1981,542329,2805326,25 21.953,-80 34.746,Mixed Prairie+Hardwood Hammock,0
D,1,4/30/1981,545319,2805338,25 21.954,-80 32.963,Mixed Prairie+Hardwood Hammock,0
D,1,4/30/1981,546318,2805339,25 21.953,-80 32.367,Muhly,0
D,1,4/30/1981,548305,2805346,25 21.953,-80 31.182,Muhly,0
D,1,4/30/1981,549298,2805348,25 21.952,-80 30.590,Muhly,0
D,1,4/30/1981,538343,2804321,25 21.415,-80 37.125,Muhly,0
D,1,4/30/1981,541336,2804334,25 21.417,-80 35.340,Mixed Prairie+Cypress,0
D,1,4/30/1981,542334,2804337,25 21.417,-80 34.745,Saw Grass+Cypress,0
D,1,4/30/1981,543335,2804342,25 21.418,-80 34.148,Pines,0
D,1,4/30/1981,544323,2804347,25 21.419,-80 33.559,Mixed Prairie,0
D,1,4/30/1981,545321,2804352,25 21.420,-80 32.964,Mixed Prairie,0
D,1,4/30/1981,546320,2804356,25 21.420,-80 32.368,Muhly,0
D,1,4/30/1981,547319,2804355,25 21.418,-80 31.772,Muhly,0
D,1,4/30/1981,548309,2804359,25 21.418,-80 31.182,Muhly,0
D,1,4/30/1981,549302,2804362,25 21.418,-80 30.590,Muhly,0
D,1,4/30/1981,541337,2803337,25 20.877,-80 35.341,Pines,0
D,1,4/30/1981,542334,2803342,25 20.878,-80 34.747,Saw Grass+Hardwood Hammock,0
D,1,4/30/1981,543337,2803347,25 20.879,-80 34.149,Saw Grass,1
D,1,4/30/1981,544321,2803350,25 20.879,-80 33.562,Mixed Prairie+Cypress,1
D,1,4/30/1981,545326,2803350,25 20.877,-80 32.963,Saw Grass+Cypress,1
D,1,4/30/1981,546327,2803355,25 20.878,-80 32.366,Muhly+Pines,1
D,1,4/30/1981,547320,2803359,25 20.878,-80 31.774,Muhly,0
D,1,4/30/1981,548314,2803360,25 20.877,-80 31.181,Muhly,0
D,1,4/30/1981,549309,2803364,25 20.877,-80 30.588,Saw Grass,0
D,1,4/30/1981,541341,2802341,25 20.337,-80 35.341,Saw Grass,0
D,1,4/30/1981,542342,2802345,25 20.338,-80 34.744,Saw Grass,1
D,1,4/30/1981,543340,2802352,25 20.340,-80 34.149,Muhly,2
D,1,4/30/1981,544328,2802356,25 20.340,-80 33.560,Saw Grass,1
D,1,4/30/1981,545331,2802361,25 20.341,-80 32.962,Muhly,2
D,1,4/30/1981,546332,2802364,25 20.341,-80 32.365,Muhly+Pines,1
D,1,4/30/1981,547325,2802366,25 20.340,-80 31.773,Mixed Prairie,0
D,1,4/30/1981,548318,2802371,25 20.341,-80 31.181,Pines+Muhly,0
D,1,4/30/1981,549302,2802369,25 20.338,-80 30.594,Mixed Prairie,0
D,1,4/30/1981,541344,2801346,25 19.798,-80 35.341,Saw Grass,0
D,1,4/30/1981,542348,2801353,25 19.800,-80 34.742,Saw Grass+Muhly,2
D,1,4/30/1981,543343,2801356,25 19.800,-80 34.149,Mixed Prairie,1
D,1,4/30/1981,544334,2801361,25 19.801,-80 33.558,Pines,0
D,1,4/30/1981,545337,2801366,25 19.802,-80 32.960,Mixed Prairie,3
D,1,4/30/1981,546337,2801368,25 19.801,-80 32.364,Muhly,1
D,1,4/30/1981,547333,2801371,25 19.801,-80 31.770,Muhly,0
D,1,4/30/1981,548323,2801374,25 19.801,-80 31.180,Muhly,0
D,1,4/30/1981,549309,2801371,25 19.797,-80 30.592,Muhly,0
D,1,4/30/1981,541347,2800353,25 19.260,-80 35.341,Muhly,0
D,1,4/30/1981,542353,2800358,25 19.261,-80 34.741,Mixed Prairie,0
D,1,4/30/1981,543350,2800359,25 19.260,-80 34.147,Muhly,0
D,1,4/30/1981,544338,2800362,25 19.260,-80 33.558,Muhly,0
D,1,4/30/1981,545342,2800364,25 19.259,-80 32.959,Mixed Prairie,0
D,1,4/30/1981,546342,2800367,25 19.259,-80 32.363,Saw Grass+Muhly,1
D,1,4/30/1981,547335,2800371,25 19.259,-80 31.771,Muhly,1
D,1,4/30/1981,548325,2800370,25 19.257,-80 31.181,Muhly,0
D,1,4/30/1981,549313,2800369,25 19.254,-80 30.592,Muhly,0
D,1,4/30/1981,541350,2799356,25 18.720,-80 35.341,Muhly+Saw Grass,0
D,1,4/30/1981,542356,2799359,25 18.720,-80 34.741,Saw Grass,0
D,1,4/30/1981,543353,2799362,25 18.720,-80 34.147,Saw Grass,0
D,1,4/30/1981,544342,2799366,25 18.720,-80 33.557,Saw Grass,3
D,1,4/30/1981,545349,2799367,25 18.719,-80 32.957,Saw Grass+Mixed Prairie,1
D,1,4/30/1981,546346,2799367,25 18.717,-80 32.363,Mixed Prairie+Saw Grass,0
D,1,4/30/1981,547337,2799369,25 18.716,-80 31.772,Saw Grass,0
