STATION,LOGNUM,WATERBODY,Town,SITEDIR,ECOREGION,BiophysicalRegion,HUC.EIGHT,Class,SAMPLEMETHOD,WIDTH,DEPTH,FLOW,THERMO,SPC,DO,I01,I02,I03,I04,I05,I06,I07,I08,I09,I11,I12,I13,I15,I17,I18,I19,I21,I23,I25,I26,I28,I30,PA1,PB1,PC1,PNA1,PABC,PNA,PAB,PCNA,PA,PBCNA
336,688,Kennebec River,T1 R6 WELS,Below Harris Dam; below Fish Pond Stream,w,Central Mountains,1030001,,Basket or Artificial Substrate,75,60,,19.4,,,798.667,22,1,71.667,1.97,4.318,0.068,0.318,421.721,226.279,1.571,0,1,0.333,0.09,11,0,0.045,239.612,7.333,0.5,0.429,0.039,0.438,0.515,0.008,1,0,0.158,0.842,0.101,0.899
271,698,Goosefare Brook,Saco,80 m above Industrial Park Rd. crossing,s,South Coastal Region,1060001,,Basket or Artificial Substrate,2,30,15,19.4,204,,41.667,40,4,0.667,4.907,5.007,0.488,0.575,0.333,0.333,0.348,0.016,0,2.905,0.016,8,1.815,0.05,1.06,0,0.214,0,0.752,0.208,0.038,0.001,1,0,0.901,0.099,0.751,0.249
337,699,Goosefare Brook,Saco,Below Maine Turnpike crossing,s,South Coastal Region,1060001,,Basket or Artificial Substrate,1,40,6,18,112,,202.333,66,10.333,16.667,4.969,5.317,0.712,0.636,0.333,0,0.381,0.003,0,34.545,0.082,16,17.818,0.045,27.273,0,0.429,0.286,0.733,0.258,0.008,0,1,0,0.995,0.005,0.944,0.056
48,700,Goosefare Brook,Saco,75 m below Jenkins Rd. Crossing,s,South Coastal Region,1060001,,Riffle Bags,1,30,15,17,85,8.600000381,199.333,56,21,18,4.766,4.532,0.582,0.554,0,0,0.452,0.005,0,27.537,0.09,14,6.884,0.036,20.997,0.333,0.357,0.286,0.828,0.17,0.002,0,1,0,0.996,0.004,0.971,0.029
338,701,Goosefare Brook,Saco,Below Saco Defense; Moody Rd.,s,South Coastal Region,1060001,,Basket or Artificial Substrate,2,30,6,17.5,197,,31.333,28,1.667,1.667,4.079,5.57,0.745,0.607,0,0,0.471,0,0,4.242,0.053,8,0.707,0.107,1.061,0,0.429,0,0.265,0.346,0.369,0.02,0.999,0.001,0.06,0.94,0.086,0.914
339,702,Goosefare Brook,Saco,Across from Saco Steel Co.,s,South Coastal Region,1060001,,Riffle Bags,1,20,9,19.5,159,,470,66,7.333,2,4.1,5.492,0.517,0.621,5.056,1.944,0.341,0.005,0,36.92,0.004,14,5.706,0.045,45.241,0,0.357,0.286,0.499,0.467,0.034,0,1,0,0.978,0.022,0.615,0.385
340,703,Bird Brook,Norway,Above Rt.117 crossing,w,Southwest Interior,1040002,,Riffle Bags,2,60,20,21.5,78,,286,60,0.333,142.333,3.731,5.758,0.393,0.4,0.481,3.852,0.5,0.006,0,14.667,0.498,12,3.667,0.017,51.852,13.889,0.643,0.286,0.217,0.568,0.215,0,1,0,0.91,0.09,0.21,0.79
341,704,Dill Brook,Lewiston,Below Goddard Rd. crossing,e,Central Interior,1040002,,Riffle Bags,2,30,18,19,263,,708,54,0,11,3.941,6.069,0.816,0.481,19.519,0.383,0.423,0,0,37.432,0.016,11,26.978,0,169.333,0,0.286,0,0,0.011,0.945,0.043,0.999,0.001,0,1,0.003,0.997
342,705,Whitney Brook,Canton,40 m below Rt. 140 bridge,w,Western Foothills,1040002,,Riffle Bags,4,30,41,24,66,,5902.667,29,2.667,129.333,2.73,3.903,0.25,0.483,1208.705,571.295,0.786,0,2.667,1040.614,0.022,11,0,0.034,571.295,50.667,0.5,0,0.003,0.182,0.813,0.001,1,0,0.005,0.995,0.003,0.997
343,706,Aunt Hanna Brook,Dixfield,15 m below Rt. 142 crossing,w,Western Mountains,1040002,,Riffle Bags,6,30,47,17,75,,218.333,51,35,39.667,3.762,4.842,0.574,0.392,3.3,0.367,1.4,0,2.333,91.699,0.182,28,2.832,0.137,6.74,6.778,1.357,0.571,0.675,0.321,0.004,0,1,0,1,0,0.999,0.001
344,707,Little Androscoggin River,Minot,45 m below Hacket Mills Hydo Plant,e,Southwest Interior,1040002,,Riffle Bags,20,45,71,23,78,,1313,22,24,249,2.948,3.46,0.05,0.318,292.133,0,1.857,0,24,24,0.19,13,0,0.091,0,12,0.571,0.286,0.32,0.65,0.03,0,1,0,0.998,0.002,0.868,0.132
122,708,Little Androscoggin River,Mechanic Falls,0.2 km above Sawyer Bridge,w,Southwest Interior,1040002,,Basket or Artificial Substrate,15,90,20,22,80,,484.333,28,11.667,319,2.807,3.315,0.051,0.214,94.853,1.694,3,0,11.667,6.333,0.659,18,0,0.071,1.694,77.872,0.714,0.286,0.626,0.368,0.006,0,1,0,1,0,0.938,0.062
43,709,Little Androscoggin River,Paris,45 m above POTW,w,Southwest Interior,1040002,,Basket or Artificial Substrate,10,60,50,22,78,,2606.667,48,25.333,189.333,2.979,4.109,0.257,0.521,1119.276,1.465,0.84,0,20,69.956,0.073,21,1.521,0.063,6.027,46.787,0.857,0.429,0.088,0.738,0.174,0,1,0,0.909,0.091,0.467,0.533
79,710,Little Androscoggin River,Paris,70 m below So. Paris POTW,w,Southwest Interior,1040002,,Basket or Artificial Substrate,10,60,30,21,80,,1054.667,58,5.333,378.667,4.599,4.981,0.43,0.448,128.453,16.755,0.885,0.003,5.333,57.349,0.359,23,2.731,0.017,177.879,86.444,1,0.143,0.355,0.605,0.04,0,1,0,0.999,0.001,0.285,0.715
101,711,Ellis River,Rumford,5.6 km upstream of confluence with Androscoggin (above No. Rumford Bridge),w,Western Mountains,1040002,,Basket or Artificial Substrate,12,76,61,18.3,74.8,,1282.667,40,77.333,238.667,3.545,3.941,0.108,0.35,438.047,163.286,1.714,0,5.333,24.233,0.186,24,12.117,0.125,182.134,122.667,1.071,0.286,0.422,0.567,0.011,0,1,0,0.999,0.001,0.683,0.317
42,712,Androscoggin River,Rumford,"20 m below Rt 232 bridge, above Boise Cascade mill",w,Western Mountains,1040002,,Basket or Artificial Substrate,350,105,24,21,76,,1310.667,53,10.667,580,3.937,4.754,0.219,0.377,68.039,223.961,1.3,0,5.333,83.053,0.443,26,0,0.038,254.771,239.403,1.071,0.286,0.362,0.618,0.02,0,1,0,1,0,0.564,0.436
345,713,Swift River,Rumford,Hosomer Park,w,Western Mountains,1040002,,Basket or Artificial Substrate,25,76,64,19,70,,1228.667,43,7,90.333,3.068,4.575,0.327,0.395,487.223,3.443,1.294,0,0.667,134.111,0.074,22,0,0.047,59.823,38.917,0.857,0.429,0.133,0.72,0.147,0,1,0,0.99,0.01,0.407,0.593
346,714,Swift River,Roxbury,Rt. 17,w,Western Mountains,1040002,,Basket or Artificial Substrate,20,120,36,19,68,,260.333,48,1,23.333,3.685,6.218,0.839,0.479,8,0,0.913,0.001,0.333,18.667,0.09,21,7,0.063,70.333,9.913,1,0.143,0.072,0.462,0.464,0.002,1,0,0.289,0.711,0.069,0.931
74,715,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,,Basket or Artificial Substrate,30,76,49,25,67,,223.667,39,5.667,33.667,3.555,3.943,0.158,0.282,86.462,3.653,2,0,5.667,6.057,0.151,22,0,0.051,3.99,16.067,0.786,0.429,0.7,0.291,0.009,0,1,0,1,0,0.989,0.011
268,716,West Branch Sheepscot,China,Weeks Mills - 100ft upstrm of Dirigo Rd crossing,e,Central Interior,1050003,,Riffle Bags,8,30,16,22,78,,165.333,39,3.333,121,3.299,4.31,0.099,0.41,1.333,0,0.938,0,2.667,2.78,0.732,15,0.348,0.051,1.39,49.994,0.786,0.143,0.635,0.349,0.017,0,1,0,1,0,0.877,0.123
347,717,Unamed Brook,Lisbon,Lisbon Falls - 60 m below Rt. 196 crossing,e,Midcoast Region,1040002,,Riffle Bags,2,31,13,19.1,139,,703.333,69,0,4.667,4.517,5.412,0.511,0.594,54.234,0,0.244,0.05,0,14.052,0.007,10,68.588,0,14.387,0,0.214,0.143,0.008,0.044,0.914,0.035,0.989,0.011,0,1,0.015,0.985
303,718,Frost Gulley Brook,Freeport,Above,e,Midcoast Region,1060001,,Riffle Bags,4,30,8,17.6,132,,319,60,1.5,67,4.844,5.027,0.487,0.45,4.857,3.643,0.704,0,0,51.483,0.21,19,14.184,0.033,14.15,30.509,0.714,0.143,0.577,0.389,0.035,0,1,0,0.997,0.003,0.678,0.322
304,719,Frost Gulley Brook,Freeport,Below,e,Midcoast Region,1060001,,Riffle Bags,4,30,20,17.6,153,,498.667,74,1,68,4.886,5.58,0.607,0.432,7.92,0.36,0.75,0.004,0,94.163,0.136,24,24.213,0.027,57.53,20.313,0.929,0.286,0.482,0.47,0.048,0,1,0,0.998,0.002,0.784,0.216
348,720,Merrill Brook,Freeport,30 m above Desert Rd. crossing,e,Midcoast Region,1060001,,Riffle Bags,2.5,30,19,17,168,,493.333,54,12,25.333,4.335,5.053,0.686,0.519,1.333,0,0.5,0.008,0,20.65,0.051,14,8.26,0.056,122.526,1.333,0.5,0,0.488,0.489,0.023,0,1,0,0.982,0.018,0.119,0.881
316,721,Cole Brook,Gray,Above,w,Southwest Interior,1060001,,Riffle Bags,2,30,27,19,87,,1156.667,86,67,175.333,3.808,4.261,0.287,0.523,8.667,0,0.622,0,0,61.595,0.152,28,46.621,0.07,51.39,6.333,1.214,0.286,0.883,0.117,0,0,1,0,1,0,0.998,0.002
317,722,Cole Brook,Gray,Below Weymouth Rd. crossing,e,Southwest Interior,1060001,,Riffle Bags,2,30,23,17.8,108,,2054.667,75,11.667,96.333,3.661,4.438,0.414,0.427,745.52,0.715,0.75,0.001,0,200.622,0.047,24,51.067,0.04,19.683,26.333,0.929,0.286,0.367,0.61,0.023,0,1,0,0.998,0.002,0.661,0.339
170,723,Sabattus River,Lisbon,"Below Maine Electronics, 40 m below dam",e,Central Interior,1040002,,Basket or Artificial Substrate,15,61,35,24,95,,6533.333,40,0,530.667,3.395,4.953,0.481,0.525,1085.882,618.118,0.524,0.002,0,1963.631,0.081,11,62.99,0,645.504,420.462,0.286,0,0,0.001,0.998,0.001,1,0,0,1,0.001,0.999
76,724,Thompson Lake Outlet,Oxford,"Above Robinson MFG, 70 m below dam",w,Southwest Interior,1040002,,Basket or Artificial Substrate,8,122,25,24,47,,2128,39,1.333,52,2.75,5.323,0.117,0.436,426.371,517.629,0.706,0.002,0,183.794,0.024,12,4.274,0.026,546.124,28,0.357,0,0.013,0.322,0.663,0.003,1,0,0.009,0.991,0.002,0.998
78,725,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,,Basket or Artificial Substrate,8,31,27,24,76,,1436,27,0,236,2.284,3.838,0.084,0.519,783.422,8.578,0.5,0.001,0,43.765,0.164,7,0,0,42.46,10.667,0.286,0,0,0.006,0.975,0.019,1,0,0.001,0.999,0.003,0.997
64,726,Little Androscoggin River,Auburn,"Near Littlefield Corner, above Pioneer Plastics",e,Southwest Interior,1040002,,Basket or Artificial Substrate,30,61,59,22,84,,5161.333,37,114.667,1348,2.943,3.444,0.052,0.459,1961.032,153.984,0.941,0,114.667,38.681,0.261,16,0,0.027,156.849,102.667,0.571,0.286,0.029,0.618,0.353,0,1,0,0.727,0.273,0.041,0.959
65,727,Little Androscoggin River,Auburn,behind Pioneer Rx plant - follow path out to 2d outcropping of boulders,e,Southwest Interior,1040002,,Cone,15,184,11.5,23,83,,64.667,27,1.667,39.667,3.253,4.857,0.16,0.333,2.667,0.333,1.556,0,1.667,1.333,0.613,14,0,0.037,6.667,29.709,0.5,0.143,0.426,0.461,0.112,0.001,1,0,0.997,0.003,0.31,0.69
41,728,Androscoggin River,Mexico,4.2 km below Boise Cascade mill,w,Western Mountains,1040002,,Basket or Artificial Substrate,15,107,52,22,87,,735.667,39,4,81,3.296,3.858,0.306,0.385,206,0,1.333,0,3.667,83.523,0.11,20,0,0.077,0.341,13.236,0.786,0.571,0.394,0.566,0.04,0,1,0,0.999,0.001,0.976,0.024
349,729,Bean Brook,Rumford,Above Rt. 2 crossing,w,Western Mountains,1040002,,Riffle Bags,2,31,18,17,112,,205.667,46,25.667,55.667,4.321,4.064,0.196,0.457,7,0.333,1,0.006,0,13.218,0.271,21,4.067,0.152,0.672,3.333,1,0.286,0.841,0.158,0.001,0,1,0,1,0,0.997,0.003
102,730,Wild River,Gilead,4 km above confluence with Androscoggin R.,w,Western Mountains,1040002,,Basket or Artificial Substrate,25,30,33,20.9,69,,552.667,39,13,32,2.501,4.378,0.293,0.487,295.333,0,0.947,0,11.333,29.12,0.058,18,0,0.128,11.38,3.2,0.929,0.429,0.282,0.665,0.052,0,1,0,0.995,0.005,0.79,0.21
350,731,Merrill Brook,Newry,Above Monkey Rd. bridge crossing,w,Western Mountains,1040002,,Riffle Bags,11,30,10,16.2,77,,121,34,18.333,72.667,3.172,2.882,0.066,0.324,0,0,1.545,0.006,0.667,1.391,0.601,17,2.783,0.176,0.348,2.296,0.929,0.143,0.93,0.07,0,0,1,0,1,0,0.998,0.002
351,732,Merrill Brook,Newry,15 m above confluence w/ Sunday River,w,Western Mountains,1040002,,Riffle Bags,2,25,23,16.3,75,,80.667,28,13,41.667,3.417,3.134,0.269,0.429,0.333,0,1.333,0,1,3.047,0.517,16,5.417,0.25,6.771,1.944,0.929,0.143,0.886,0.113,0.001,0,1,0,1,0,0.991,0.009
352,733,Sunday River,Newry,30 m above confluence w/ Merrill Brook,w,Western Mountains,1040002,,Riffle Bags,20,60,34,17,70.8,,350.667,25,8.333,46.667,2.655,4.802,0.59,0.4,75.333,0,1.3,0,1,14.568,0.133,13,3.388,0.24,16.601,0,0.643,0.286,0.154,0.706,0.139,0,1,0,0.839,0.161,0.237,0.763
353,734,Sunday River,Newry,20 m below confluence w/ Merrill Brook,w,Western Mountains,1040002,,Riffle Bags,21,61,20,16.4,68,,298.667,39,5,98.667,3.053,4.516,0.555,0.385,18.333,0,1.333,0,0.333,7.393,0.33,20,4.032,0.154,78.633,0.667,1.143,0.429,0.4,0.566,0.034,0,1,0,0.999,0.001,0.909,0.091
354,735,Sunday River,Bethel,60 m above Martin Rd.,w,Western Mountains,1040002,,Riffle Bags,20,60,90,18.4,73,,1622,24,22,98,2.526,4.34,0.202,0.417,648.81,5.19,1.3,0,0,16,0.06,13,0,0.125,9.19,2,0.571,0.143,0.05,0.681,0.269,0,1,0,0.895,0.105,0.036,0.964
355,736,Androscoggin River,Bethel,Rt.2 ; 1.6 km below confluence w/ Sunday River,w,Western Mountains,1040002,,Basket or Artificial Substrate,120,120,27,21.5,78,,320.333,44,2.667,193.667,3.299,4.703,0.241,0.341,1.55,8.783,1.4,0.001,2.667,1.667,0.605,21,0.333,0.023,9.45,113.358,0.929,0.286,0.418,0.544,0.038,0,1,0,1,0,0.763,0.237
356,737,Stetson Brook,Auburn,65 m below Stetson Rd. crossing,e,Central Interior,1040002,,Riffle Bags,2,15,8,22,89,,109.333,38,5.667,29,4.11,4.117,0.22,0.421,22.328,0.338,0.813,0,5.667,6,0.265,13,0,0.026,2.213,20.633,0.643,0.429,0.781,0.211,0.008,0,1,0,0.999,0.001,0.994,0.006
357,738,Lake Auburn Outlet,Auburn,Above River Rd. crossing,e,Central Interior,1040002,,Riffle Bags,8,20,22,22,111,,3014.667,37,18.667,226.667,1.685,3.719,0.031,0.378,2213.717,7.616,1.286,0,18.667,22.667,0.075,18,0,0.054,12.949,41.455,0.5,0.429,0.004,0.215,0.766,0.015,1,0,0.034,0.966,0.144,0.856
358,739,Androscoggin River,Durham,Durham Public Boat Launch,e,Central Interior,1040002,,Cone,200,245,36,24,88,,1752,29,12,164,3.076,4.634,0.271,0.31,147.147,509.683,1.667,0,12,56.237,0.094,15,0,0.069,513.7,118,0.5,0,0.1,0.777,0.124,0,1,0,0.963,0.037,0.005,0.995
55,740,Androscoggin River,Lewiston,Above Lewiston/Auburn POTW,e,Central Interior,1040002,,Cone,250,185,25,24,87,,587.667,25,0,1.333,2.494,5.339,0.054,0.28,4.339,216.577,1.571,0,0,18.667,0.002,11,0.667,0,219.243,0,0.286,0,0,0.001,0.128,0.871,0,1,0.001,0.999,0.003,0.997
359,741,Sabattus River,Sabattus,50 m below Crowley Bridge crossing,e,Central Interior,1040002,,Basket or Artificial Substrate,15,61,33.3,24,89,,169.333,24,0.667,44,3.328,5.353,0.441,0.375,8.667,8.667,1.111,0,0.667,53,0.26,10,0,0.042,12,10.825,0.357,0.143,0.062,0.375,0.561,0.002,1,0,0.116,0.884,0.021,0.979
360,742,Cupsuptic River,Upper Cupsuptic Twp,1.5 km above Big Falls,w,Western Mountains,1040001,,Riffle Bags,9,31.5,51.1,18,,,376.667,38,61.667,200.667,3.857,2.281,0.132,0.263,18,0,2.3,0,6.667,0.667,0.533,23,4.333,0.237,37,0.341,1.357,0.143,0.949,0.051,0,0,1,0,1,0,0.999,0.001
320,743,Canon Brook,Bar Harbor,Above Rt. 3 crossing,e,East Coastal Region,1050002,,Riffle Bags,2,19,16.2,15,52.2,9.5,33,24,0.333,8,3.82,5.605,0.515,0.5,0,0,0.833,0,0,0.34,0.242,10,7.48,0.042,2.04,0,0.429,0.286,0.093,0.231,0.655,0.021,0.999,0.001,0.012,0.988,0.181,0.819
321,744,Hunter Brook,Mount Desert,Above Rt. 3 crossing; Park Loop Road,e,East Coastal Region,1050002,,Riffle Bags,1,15,24.4,15,56.6,9.600000381,111,32,6,35,3.672,4.519,0.414,0.375,11.667,0,1.333,0,0,23.184,0.315,16,0.736,0.156,1.472,0,0.857,0.143,0.57,0.401,0.03,0,1,0,0.999,0.001,0.881,0.119
323,745,Stanley Brook,Tremont,Above Rt. 3; Park Loop Road,e,East Coastal Region,1050002,,Riffle Bags,2,17.3,36.6,14,107.8,10.39999962,123,36,4,64.333,3.774,2.962,0.103,0.417,14,0,1.067,0,0,1.31,0.523,16,3.057,0.111,0,0,0.643,0.286,0.911,0.088,0.001,0,1,0,1,0,1,0
322,746,Duck Brook,Bar Harbor,New Eagle Lake Rd.,e,East Coastal Region,1050002,,Riffle Bags,3.6,24,33.6,21.6,44.4,8.800000191,121.667,31,3,95.667,3.256,3.646,0.036,0.226,1.333,0.333,1.857,0,3,0.361,0.786,13,0,0.032,2.139,31.417,0.571,0.429,0.795,0.2,0.005,0,1,0,1,0,0.994,0.006
361,747,Heath Brook,Tremont,Below Seal Cove Rd. crossing,e,East Coastal Region,1050002,,Riffle Bags,1.7,12,14.4,21.7,51.3,6.800000191,340.667,44,4,59,3.693,5.731,0.485,0.409,0,0,0.778,0.001,0,1.016,0.173,14,10.503,0.045,85.038,10,0.5,0.286,0.175,0.657,0.168,0,1,0,0.828,0.172,0.109,0.891
362,748,Lurvey Spring Brook,Southwest Harbor,Inlet to Echo Lake,e,East Coastal Region,1050002,,Riffle Bags,1.2,18,12.2,12,82.5,10.19999981,167.333,45,4.667,12,4.253,5.392,0.502,0.467,0,0,0.762,0,0,0.691,0.072,16,19.704,0.089,28.346,0,0.571,0.143,0.424,0.494,0.081,0,1,0,0.949,0.051,0.363,0.637
1,754,Meduxnekeag,Houlton,Below Houlton POTW,e,Aroostook Lowlands,1010005,,Basket or Artificial Substrate,75,1,,,,,1786.667,49,16,1230.667,3.773,3.054,0.099,0.347,257.263,2.737,1.294,0.013,12,48.235,0.689,22,0,0.082,18.342,102.878,1.143,0.286,0.694,0.304,0.002,0,1,0,1,0,0.978,0.022
143,755,Mare Brook,Brunswick,,e,Midcoast Region,1060001,,Basket or Artificial Substrate,2,30,,21.2,,,541.667,40,25.333,8,3.078,3.295,0.273,0.425,16.32,0.68,0.765,0.006,0,25.901,0.015,13,0,0.05,6.398,3.667,0.429,0,0.766,0.232,0.002,0,1,0,0.998,0.002,0.727,0.273
144,756,Mare Brook,Brunswick,Below BNAS; 50 m above New Gurnet Rd. crossing,e,Midcoast Region,1060001,,Basket or Artificial Substrate,2,35,,20.5,,,176.667,34,0.333,0.667,2.389,6.603,0.123,0.559,33.773,2.227,0.316,0,0,6.333,0.004,6,0,0.029,4.893,0,0.143,0,0.001,0.019,0.192,0.788,0,1,0,1,0.005,0.995
330,757,Mare Brook,Brunswick,Below Picnic Pond,e,Midcoast Region,1060001,,Basket or Artificial Substrate,2,20,,22.2,,,454.667,27,0,0,2.538,6.076,0.206,0.444,1.056,98.944,0.333,0.006,0,7.36,0,4,1.338,0,100.616,0,0,0,0,0,0,1,0,1,0,1,0.002,0.998
331,758,Mare Brook,Brunswick,Below Emergency Pt. Runway,e,Midcoast Region,1060001,,Basket or Artificial Substrate,2,25,,20.8,,,423.667,28,0,9.333,1.984,7.01,0.175,0.464,0.333,0,0.615,0.001,0,13.333,0.022,8,2.667,0,1.333,1.333,0.286,0,0,0,0.298,0.702,0,1,0,1,0.008,0.992
332,759,Mare Brook,Brunswick,Golf Course Drainage,e,Midcoast Region,1060001,,Riffle Bags,2,10,,24,,,424.667,28,0.667,0,3.477,4.271,0.353,0.464,27.317,77.683,0.385,0,0,19,0,5,0,0.036,85.016,0,0.071,0,0.002,0.003,0.006,0.99,0,1,0,1,0.002,0.998
186,761,St. John River,Van Buren,41 km below Frasier Paper,e,Aroostook Lowlands,1010001,,Cone,199,792.5,11,23.2,,98.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,762,St. John River,Grand Isle,17 km below Frasier Paper,e,Aroostook Hills,1010001,,Cone,180,462.3,43,24,,97.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,764,St. John River,Fort Kent,Above Ft. Kent; .48 km above US/CAN bridge,e,Saint John Uplands,1010001,,Basket or Artificial Substrate,189,50.8,60,24.6,,54.09999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,765,St. John River,Fort Kent,Below Ft. Kent POTW,e,Saint John Uplands,1010001,,Basket or Artificial Substrate,122,181.3,13,24.3,,57.59999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,768,Dudley Brook,Chapman,below West Chapman Rd.,e,Aroostook Lowlands,1010004,,Riffle Bags,2.4,22.9,33,23.6,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,769,Aroostook River,Caribou,0.3 km above Caribou dam,e,Aroostook Lowlands,1010004,,Riffle Bags,10.7,38.1,33,25.9,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,770,Aroostook River,Caribou,below Caribou POTW,e,Aroostook Lowlands,1010004,,Basket or Artificial Substrate,7.6,22.9,40,23,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,774,Prestile Stream,Mars Hill,Above Mars Hill POTW; .18 km below Mars Hill dam,e,Aroostook Lowlands,1010005,,Basket or Artificial Substrate,15.2,45.7,48,24.1,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,775,Prestile Stream,Blaine,Below Mars Hill POTW - Pierce Rd Bridge,e,Aroostook Lowlands,1010005,,Basket or Artificial Substrate,21.3,30.5,81,24.8,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,782,Hatchery Brook,Gray,Dry Mills state hatchery below settling pond,e,Southwest Interior,1060001,,Riffle Bags,2.5,30.5,0.72,11,7.7,39.29999924,4362.667,55,20,464,3.287,5.017,0.375,0.527,54.588,0,0.448,0.032,0,65.604,0.106,13,106.439,0.055,105.24,0,0.643,0,0.141,0.824,0.035,0,1,0,0.964,0.036,0.022,0.978
141,783,Eddy Brook,New Gloucester,100 m above IF&W fish hatchery,w,Southwest Interior,1060001,,Riffle Bags,2,45.7,0.54,10,8.2,87.5,335,68,53.667,55.667,4.782,2.611,0.266,0.529,7.583,0,0.639,0.021,0,4.172,0.166,23,18.773,0.088,1.391,0,0.929,0.286,0.985,0.015,0,0,1,0,1,0,1,0
142,784,Eddy Brook,New Gloucester,30 m below IF&W hatchery outfall,e,Southwest Interior,1060001,,Riffle Bags,3,61,0.35,13,7.4,100.4000015,1489.333,58,53.333,369.333,4.218,4.371,0.291,0.466,354.587,1.413,0.741,0.014,0,58.595,0.248,20,130.818,0.069,6.863,11.2,0.929,0.286,0.495,0.498,0.007,0,1,0,0.999,0.001,0.872,0.128
312,790,Ohio Street Stream,Bangor,below Ohio Street crossing,e,Central Interior,1020005,,Riffle Bags,6.1,15.2,19,21,9.6,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,792,Capisic Stream,Portland,Evergreen Cemetery (Stevens Ave.),s,South Coastal Region,1060001,,Riffle Bags,0.4,5,,13,7.6,43.79999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,793,Capisic Stream,Portland,50 m below Lucas St. bridge crossing,s,South Coastal Region,1060001,,Riffle Bags,1.5,10,,20,3.3,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,796,Red Brook,Scarborough,Above Running Hill Rd. and RWS Landfill,s,South Coastal Region,1060001,,Riffle Bags,3,30.5,19,17,7.7,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,797,Red Brook,Scarborough,50 m below Running Hill Rd. crossing; below RWS Landfill,s,South Coastal Region,1060001,,Basket or Artificial Substrate,1.5,50,,17,7.4,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,798,Trout Brook,South Portland,25m above Highland Ave. crossing,s,South Coastal Region,1060001,,Riffle Bags,3,30.5,10,15,8.7,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,801,Mousam River,Sanford,30 m below Mill St. dam; below landfill,s,Southwest Interior,1060003,,Basket or Artificial Substrate,12,30.5,17,25.4,,86,318.333,69,0,23.667,4.41,5.732,0.225,0.261,1,1.333,1,0.022,0,1.757,0.074,18,1.6,0,44.895,0.333,0.571,0,0.023,0.085,0.867,0.025,0.999,0.001,0.006,0.994,0.008,0.992
275,804,Mousam River,Sanford,below STP - Cyro Industries follow main road to river and go upstream 50 yds,s,Southwest Interior,1060003,,Basket or Artificial Substrate,33,60,7.5,25.4,,123,233.333,63,0.333,4.667,3.67,6.435,0.257,0.333,0,0,0.619,0.001,0.333,13.559,0.02,13,2.362,0.016,23.39,0.667,0.429,0.143,0.134,0.442,0.388,0.037,0.996,0.004,0.059,0.941,0.039,0.961
268,807,West Branch Sheepscot,China,Weeks Mills - 100ft upstrm of Dirigo Rd crossing,e,Central Interior,1050003,,Riffle Bags,3.7,22.9,23.6,23.4,,53,124,42,3,50.5,4.45,4.34,0.177,0.286,2.5,1,1.5,0,3,3,0.407,18,0,0.048,8.5,29.779,0.786,0.286,0.765,0.225,0.01,0,1,0,1,0,0.98,0.02
74,808,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,,Basket or Artificial Substrate,,,43,23.4,,49,498,58,17,106,4.366,3.645,0.203,0.31,29.676,10.258,1.444,0,17,34.003,0.213,26,0.333,0.034,14.972,50.481,0.786,0.429,0.88,0.12,0,0,1,0,1,0,0.998,0.002
316,809,Cole Brook,Gray,Above,w,Southwest Interior,1060001,,Riffle Bags,1.8,15.2,30.4,17.3,,86.59999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,810,Cole Brook,Gray,Below Weymouth Rd. crossing,e,Southwest Interior,1060001,,Riffle Bags,1.8,15.2,21.1,21.4,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,812,Pleasant River,Windham,Above Pope Rd. bridge,s,Southwest Interior,1060001,,Basket or Artificial Substrate,12.9,45.7,37,18,10.3,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,814,Dennys River,Meddybemps,150 m below Meddybemps Lake,e,Eastern Interior,1050002,,Basket or Artificial Substrate,,50,28,23.6,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
